mean_platform_revenue,mean_liquid_welfare,mean_effective_poa,mean_budget_utilization,mean_bid_to_value,mean_allocative_efficiency,mean_dual_cv,mean_no_sale_rate,mean_winner_entropy,mean_lp_offline_welfare,mean_effective_poa_lp,mean_rev_all,warm_start_benefit,inter_episode_volatility,bid_suppression_ratio,cross_episode_drift,auction_type,auction_type_coded,aggressiveness,aggressiveness_coded,n_bidders,n_bidders_coded,budget_multiplier,budget_multiplier_coded,reserve_price,reserve_price_coded,sigma,sigma_coded,cell_id,replicate,seed,auction_type_code
3307.5876139508296,3246.735210447004,1.003844020702673,0.5115267819447727,1.4907693116728384,0.9847333333333332,0.025909379386923403,0.0,0.09109319007256264,3259.9618459968583,1.0040748124640657,3308.22396173867,-16.053046533340876,0.0032554299134082885,1.4907693115237615,4.546757919863861e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.1,-1,6,1,426001,0
2822.098178339518,2121.6557156626104,1.0000948725606982,0.7002278662363167,1.4995979151077468,0.9986666666666666,0.0,0.0,0.6526916579329823,2121.85703387669,1.0000948725606982,2822.782795626173,-9.520280060499317,0.0026816359806055724,1.499597914957787,-3.2325835865081865e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.1,-1,6,2,426002,0
2742.606474102508,4180.820583985251,1.0004406582887122,0.32754292577276056,1.5,1.0,0.0,0.0,-1.0000889005818406e-12,4184.277519092376,1.0008257069688171,2742.4430263082054,-3.1747956606545813,0.0025893254228211517,1.49999999985,0.0,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.1,-1,6,3,426003,0
3952.3874274443597,2954.565295079476,1.0000695457505302,0.706093046052559,1.4997217848016835,0.9990555555555555,0.0,0.0,0.6846632183435928,2954.770736024073,1.0000695457505304,3952.425546397315,18.638021290644247,0.002626973581848647,1.4997217846517112,1.5036037373440428e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.1,-1,6,4,426004,0
4337.193600859422,3498.6440791196987,1.0099394926749419,0.6398202535073133,1.4728497140913026,0.9282333333333332,0.05647980560279139,0.0,0.5069957835538393,3533.412382033289,1.0099394926749419,4336.745712031279,17.106631999654383,0.005992909075079056,1.4728497139440175,2.468349030539539e-05,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.1,-1,6,5,426005,0
5099.171582482735,4180.198305931735,1.0128831933724622,0.6273120821326187,1.4685109878708844,0.9127333333333334,0.060517471642755116,0.0,0.4834452714146903,4234.047971434198,1.0128831933724622,5099.028767611551,-42.00107062747975,0.004945087447029583,1.4685109877240332,9.760393465440948e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.1,-1,6,6,426006,0
4776.02361641438,4036.467357253693,1.0166610531430273,0.6046648179354217,1.4632616285315865,0.8998222222222223,0.060729040570555934,0.0,0.4338294683805137,4103.714170808063,1.0166610531430273,4777.137427922507,-4.171644198218019,0.0036338280632249352,1.4632616283852602,-1.7873581370427148e-05,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.1,-1,6,7,426007,0
2986.4380756948576,5141.671458859495,1.0000008221610155,0.3552621943993379,1.4998812257686422,0.9999777777777779,0.0,0.0,0.3425151856141279,5141.675608311497,1.0000008221610155,2984.4186369705963,-108.01803989660402,0.013930639213748555,1.499881225618654,2.3266075158627273e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.5,1,7,0,427000,0
3593.3510338348215,4250.755899256685,1.0000278118353922,0.5394921999623756,1.499784947274411,0.9998444444444445,0.0,0.0,0.6856236397687927,4250.874723307545,1.0000278118353922,3592.300672310279,-51.46271398712088,0.01202398955994374,1.4997849471244324,1.997498191946306e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.5,1,7,1,427001,0
3270.2239765101313,4215.649848054131,1.0000217850739133,0.4914508669494514,1.4997298077833432,0.9998111111111112,0.0,0.0,0.5929694511152496,4215.742156874706,1.0000217850739133,3270.520761159406,18.501328336625193,0.014159400921955114,1.4997298076333703,3.9007916767481506e-07,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.5,1,7,2,427002,0
